Hours_Studied,Exam_Score
15.896226070832968,80.58627185238429
10.052741862103842,71.86576070677917
11.538077692527182,66.81845826410215
9.850353876377278,76.91953077312085
3.90485975596089,57.398963619958934
14.449042305230106,84.48456376840086
5.615447248817116,62.94452122952275
0.4863193286290768,53.25640475302707
12.909445918143357,78.66772823744773
3.542213588140979,59.32296997636853
18.809171687058285,90.83195717345428
19.078571540051747,94.80290573076564
18.29728780440897,87.57718145732528
7.4031740051088875,68.35136679816034
0.30913233057734857,50.169586189718565
18.566371251754507,94.33332858075637
8.563682966346287,63.74540442239622
19.333096380873393,97.67089492630086
19.272399541785056,88.3440093303484
17.060189109347203,76.96650270810417
5.888977841391714,62.41847775733738
7.701954572038505,61.998650856702604
17.022733430337137,88.2486846056179
6.338440103125553,59.41376030973915
3.3898549337218498,54.5487927013698
11.136025249167004,62.82434684360636
18.72309548321562,85.18465937018584
13.92059593349946,65.72179523385412
11.401223401787298,64.88293268614598
1.9435298754153707,57.68913303155223
12.300144533983396,78.52928986122096
19.801077002085265,91.72944181309535
2.8016803047304806,50.7684798938149
10.366593047274735,70.49462931383957
17.547461438559107,85.07691018166538
14.815372355084088,73.83892126420545
13.94031481990536,85.39762114864648
14.049681679742186,82.48617481236273
7.189823024395103,63.27482517964189
5.871836885289867,61.87810296555239
16.187223109570272,83.4163602588783
16.202267893583617,72.19586144504578
17.341446371602075,83.44700583060117
18.264811051129428,83.11970086226987
10.226847977218757,65.44559590496293
10.030325893743992,68.65515032305821
15.965903579335503,90.92023979291862
12.999278615555303,79.20277153744566
14.039337545154067,75.22278014139415
15.91585338872202,84.69462068422483
17.800106836351326,92.59699085563267
6.759903137030716,68.14297468862527
7.51165905279888,65.32146995519862
1.87963879681738,50.524593705106895
11.56560281992348,76.62232220791492
0.7188454759348417,53.40511787897843
9.311960362649202,73.09988682543707
10.852892694151532,74.88164439671291
5.730825042565688,66.70941366172805
11.816665211380215,70.95715436495759
0.6100049987809886,57.806980325733605
0.7469637749842883,52.48192557343057
16.452011213193167,93.28032678951266
7.203812828225258,60.96168656600268
2.5412102530376957,63.76223952190164
